Wi1,Wi2,Wi3,Wi5,DC Gain,ft,f3,Vcm,Pdiss,Is4,Gm6,Gm4,Wi4,Asp_1,Asp_2,Asp_3,Asp_4,Asp_5,Abs_Gain,Delay
6.10E-05,3.10E-05,8.10E-05,5.66E-05,22.8959,2.74E+07,2.01E+06,1.6,7.31E-05,1.20E-05,1.48E-03,0.000315198,1.45E-04,1.22E+02,6.20E+01,1.62E+02,2.90E+02,1.13E+02,13.95709389,0.000488281
7.10E-05,6.10E-05,1.10E-05,1.08E-05,22.8996,1.85E+07,1.32E+06,1.6,8.17E-05,1.14E-05,9.98E-04,0.000432274,1.41E-04,1.42E+02,1.22E+02,2.20E+01,2.82E+02,2.16E+01,13.96304057,0.00348633
6.10E-05,7.10E-05,1.10E-05,9.35E-06,22.9294,1.59E+07,1.15E+06,1.6,7.60E-05,1.14E-05,8.61E-04,0.000466083,1.31E-04,1.22E+02,1.42E+02,2.20E+01,2.62E+02,1.87E+01,14.01102797,0.0025
0.0001,4.10E-05,0.0001,5.64E-05,22.9508,2.90E+07,2.23E+06,1.6,6.79E-05,1.21E-05,1.57E-03,0.000364023,1.77E-04,2.00E+02,8.20E+01,2.00E+02,3.54E+02,1.13E+02,14.04559042,0.000488281
4.10E-05,0.0001,1.10E-05,6.71E-06,22.9517,8.80E+06,618143,0.8,5.60E-05,9.66E-06,4.76E-04,0.000508726,9.35E-05,8.20E+01,2.00E+02,2.20E+01,1.87E+02,1.34E+01,14.04704585,0.00252441
4.10E-05,8.10E-05,1.10E-05,8.22E-06,23.0409,1.40E+07,974212,1.6,7.16E-05,1.14E-05,7.54E-04,0.000497004,1.23E-04,8.20E+01,1.62E+02,2.20E+01,2.46E+02,1.64E+01,14.19204567,0.00150391
5.10E-05,0.0001,1.10E-05,6.71E-06,23.1021,8.98E+06,619266,0.8,5.61E-05,9.68E-06,4.85E-04,0.000509284,9.52E-05,1.02E+02,2.00E+02,2.20E+01,1.90E+02,1.34E+01,14.29239466,0.000527344
2.10E-05,1.10E-05,8.10E-05,6.95E-05,23.1426,8.51E+06,569366,0.8,6.53E-05,9.77E-06,4.60E-04,0.000169711,2.98E-05,4.20E+01,2.20E+01,1.62E+02,5.96E+01,1.39E+02,14.35919191,0.000488281
6.10E-05,2.10E-05,4.10E-05,5.61E-05,23.1742,3.47E+07,2.70E+06,1.6,0.000100565,1.18E-05,1.88E-03,0.000257593,1.53E-04,1.22E+02,4.20E+01,8.20E+01,3.06E+02,1.12E+02,14.41152701,0.000488281
1.10E-05,2.10E-05,8.10E-05,5.77E-05,23.1828,1.55E+07,1.02E+06,1.6,7.24E-05,1.17E-05,8.35E-04,0.000257121,6.82E-05,2.20E+01,4.20E+01,1.62E+02,1.36E+02,1.15E+02,14.4258031,0.000488281
6.10E-05,0.0001,1.10E-05,6.71E-06,23.2231,9.10E+06,619595,0.8,5.62E-05,9.70E-06,4.92E-04,0.000509733,9.65E-05,1.22E+02,2.00E+02,2.20E+01,1.93E+02,1.34E+01,14.49289013,0.000473633
7.10E-05,5.10E-05,1.10E-05,1.29E-05,23.2728,2.13E+07,1.47E+06,1.6,8.95E-05,1.14E-05,1.15E-03,0.000395245,1.49E-04,1.42E+02,1.02E+02,2.20E+01,2.98E+02,2.58E+01,14.57605506,0.00149414
2.10E-05,9.10E-05,1.10E-05,7.36E-06,23.2895,8.95E+06,605210,0.8,5.76E-05,9.59E-06,4.83E-04,0.000483578,9.10E-05,4.20E+01,1.82E+02,2.20E+01,1.82E+02,1.47E+01,14.60410679,0.00147949
7.10E-05,0.0001,1.10E-05,6.71E-06,23.3245,9.20E+06,619416,0.8,5.63E-05,9.71E-06,4.97E-04,0.000510108,9.75E-05,1.42E+02,2.00E+02,2.20E+01,1.95E+02,1.34E+01,14.66307311,0.00152832
3.10E-05,8.10E-05,1.10E-05,8.22E-06,23.3429,1.36E+07,917986,1.6,7.14E-05,1.14E-05,7.34E-04,0.000496401,1.20E-04,6.20E+01,1.62E+02,2.20E+01,2.40E+02,1.64E+01,14.69416797,0.00250488
3.10E-05,1.10E-05,8.10E-05,6.91E-05,23.3446,8.87E+06,576067,0.8,6.55E-05,9.82E-06,4.79E-04,0.000170124,3.10E-05,6.20E+01,2.20E+01,1.62E+02,6.20E+01,1.38E+02,14.69704419,0.000488281
7.10E-05,4.10E-05,1.10E-05,1.60E-05,23.3474,2.51E+07,1.75E+06,1.6,0.000100896,1.14E-05,1.36E-03,0.000354366,1.57E-04,1.42E+02,8.20E+01,2.20E+01,3.14E+02,3.20E+01,14.70178272,0.000498047
1.10E-05,8.10E-05,1.10E-05,8.22E-06,23.3854,1.18E+07,788496,1.6,7.07E-05,1.12E-05,6.35E-04,0.000493979,1.04E-04,2.20E+01,1.62E+02,2.20E+01,2.08E+02,1.64E+01,14.76624262,0.00451172
8.10E-05,0.0001,1.10E-05,6.71E-06,23.4118,9.28E+06,618889,0.8,5.63E-05,9.72E-06,5.02E-04,0.000510429,9.83E-05,1.62E+02,2.00E+02,2.20E+01,1.97E+02,1.34E+01,14.8111916,0.00146973
5.10E-05,7.10E-05,1.10E-05,9.35E-06,23.4328,1.58E+07,1.07E+06,1.6,7.59E-05,1.14E-05,8.51E-04,0.000465738,1.30E-04,1.02E+02,1.42E+02,2.20E+01,2.60E+02,1.87E+01,14.84704415,0.00149902
4.10E-05,1.10E-05,8.10E-05,6.89E-05,23.4641,9.07E+06,579687,0.8,6.56E-05,9.85E-06,4.90E-04,0.00017041,3.16E-05,8.20E+01,2.20E+01,1.62E+02,6.32E+01,1.38E+02,14.90064267,0.000488281
1.00E-06,2.10E-05,7.10E-05,6.00E-05,23.4668,8.25E+06,550033,1.6,7.47E-05,1.13E-05,4.46E-04,0.000251639,3.72E-05,2.00E+00,4.20E+01,1.42E+02,7.44E+01,1.20E+02,14.90527524,0.000488281
9.10E-05,0.0001,1.10E-05,6.71E-06,23.4884,9.35E+06,618111,0.8,5.64E-05,9.73E-06,5.05E-04,0.000510709,9.89E-05,1.82E+02,2.00E+02,2.20E+01,1.98E+02,1.34E+01,14.94238768,0.00347168
2.10E-05,8.10E-05,1.10E-05,8.22E-06,23.5296,1.29E+07,859454,1.6,7.12E-05,1.13E-05,6.97E-04,0.00049553,1.14E-04,4.20E+01,1.62E+02,2.20E+01,2.28E+02,1.64E+01,15.01343265,0.00251465
0.0001,0.0001,1.10E-05,6.71E-06,23.5501,9.40E+06,617252,0.8,5.65E-05,9.74E-06,5.08E-04,0.000510934,9.94E-05,2.00E+02,2.00E+02,2.20E+01,1.99E+02,1.34E+01,15.04890844,0.00147461
5.10E-05,1.10E-05,8.10E-05,6.87E-05,23.564,9.21E+06,581620,0.8,6.57E-05,9.88E-06,4.98E-04,0.000170628,3.21E-05,1.02E+02,2.20E+01,1.62E+02,6.42E+01,1.37E+02,15.07301044,0.000488281
6.10E-05,6.10E-05,1.10E-05,1.08E-05,23.5755,1.83E+07,1.21E+06,1.6,8.16E-05,1.14E-05,9.90E-04,0.000432007,1.40E-04,1.22E+02,1.22E+02,2.20E+01,2.80E+02,2.16E+01,15.09298012,0.00350586
3.10E-05,9.10E-05,1.10E-05,7.36E-06,23.591,9.33E+06,610415,0.8,5.79E-05,9.63E-06,5.04E-04,0.000484591,9.47E-05,6.20E+01,1.82E+02,2.20E+01,1.89E+02,1.47E+01,15.11993764,0.000478516
1.00E-06,8.10E-05,2.10E-05,1.57E-05,23.6289,6.86E+06,449604,0.8,5.74E-05,9.11E-06,3.71E-04,0.000444613,6.76E-05,2.00E+00,1.62E+02,4.20E+01,1.35E+02,3.14E+01,15.1860561,0.000488281
6.10E-05,1.10E-05,8.10E-05,6.86E-05,23.6442,9.31E+06,582626,0.8,6.58E-05,9.90E-06,5.03E-04,0.000170804,3.24E-05,1.22E+02,2.20E+01,1.62E+02,6.48E+01,1.37E+02,15.21282957,0.000488281
2.10E-05,1.10E-05,2.10E-05,5.63E-05,23.649,3.36E+07,2.35E+06,1.6,0.000152201,1.15E-05,1.81E-03,0.000184049,1.08E-04,4.20E+01,2.20E+01,4.20E+01,2.16E+02,1.13E+02,15.22123882,0.000488281
7.10E-05,1.10E-05,8.10E-05,6.85E-05,23.7114,9.39E+06,583032,0.8,6.59E-05,9.91E-06,5.08E-04,0.00017095,3.27E-05,1.42E+02,2.20E+01,1.62E+02,6.54E+01,1.37E+02,15.33098293,0.000488281
1.10E-05,8.10E-05,1.10E-05,8.25E-06,23.7204,9.07E+06,584834,0.8,6.00E-05,9.52E-06,4.90E-04,0.000454524,8.73E-05,2.20E+01,1.62E+02,2.20E+01,1.75E+02,1.65E+01,15.34687656,0.000512695
0.0001,3.10E-05,6.10E-05,5.61E-05,23.7639,3.41E+07,2.59E+06,1.6,8.25E-05,1.19E-05,1.85E-03,0.000315003,1.82E-04,2.00E+02,6.20E+01,1.22E+02,3.64E+02,1.12E+02,15.42392838,0.000488281
8.10E-05,1.10E-05,8.10E-05,6.84E-05,23.7694,9.46E+06,583023,0.8,6.59E-05,9.93E-06,5.11E-04,0.000171076,3.29E-05,1.62E+02,2.20E+01,1.62E+02,6.58E+01,1.37E+02,15.43369807,0.000488281
4.10E-05,9.10E-05,1.10E-05,7.36E-06,23.7908,9.57E+06,612893,0.8,5.80E-05,9.66E-06,5.17E-04,0.000485292,9.69E-05,8.20E+01,1.82E+02,2.20E+01,1.94E+02,1.47E+01,15.47176998,0.000478516
1.00E-06,2.10E-05,0.0001,7.39E-05,23.7932,6.63E+06,422459,0.8,5.77E-05,9.22E-06,3.58E-04,0.000227806,3.30E-05,2.00E+00,4.20E+01,2.00E+02,6.60E+01,1.48E+02,15.47604558,0.000488281
9.10E-05,1.10E-05,8.10E-05,6.83E-05,23.8204,9.50E+06,582712,0.8,6.60E-05,9.94E-06,5.14E-04,0.000171185,3.30E-05,1.82E+02,2.20E+01,1.62E+02,6.60E+01,1.37E+02,15.52458502,0.000488281
0.0001,1.10E-05,8.10E-05,6.82E-05,23.8616,9.54E+06,582237,0.8,6.60E-05,9.95E-06,5.16E-04,0.000171273,3.31E-05,2.00E+02,2.20E+01,1.62E+02,6.62E+01,1.36E+02,15.59839809,0.000488281
4.10E-05,7.10E-05,1.10E-05,9.35E-06,23.8912,1.55E+07,992320,1.6,7.58E-05,1.14E-05,8.39E-04,0.000465309,1.28E-04,8.20E+01,1.42E+02,2.20E+01,2.56E+02,1.87E+01,15.6516454,0.00450195
5.10E-05,9.10E-05,1.10E-05,7.36E-06,23.9412,9.73E+06,614018,0.8,5.82E-05,9.68E-06,5.25E-04,0.000485824,9.84E-05,1.02E+02,1.82E+02,2.20E+01,1.97E+02,1.47E+01,15.74200333,0.000473633
7.10E-05,3.10E-05,7.10E-05,5.64E-05,23.9642,3.06E+07,2.13E+06,1.6,7.72E-05,1.19E-05,1.65E-03,0.00031502,1.63E-04,1.42E+02,6.20E+01,1.42E+02,3.26E+02,1.13E+02,15.78374297,0.000488281
9.10E-05,4.10E-05,0.0001,5.64E-05,24.0103,2.92E+07,1.99E+06,1.6,6.78E-05,1.20E-05,1.58E-03,0.000363874,1.78E-04,1.82E+02,8.20E+01,2.00E+02,3.56E+02,1.13E+02,15.86773723,0.000488281
1.00E-06,1.10E-05,5.10E-05,7.31E-05,24.0316,6.54E+06,408265,0.8,8.02E-05,9.16E-06,3.53E-04,0.000164363,2.37E-05,2.00E+00,2.20E+01,1.02E+02,4.74E+01,1.46E+02,15.90669669,0.000488281
6.10E-05,9.10E-05,1.10E-05,7.36E-06,24.0622,9.84E+06,614356,0.8,5.83E-05,9.69E-06,5.32E-04,0.000486252,9.95E-05,1.22E+02,1.82E+02,2.20E+01,1.99E+02,1.47E+01,15.9628341,0.000473633
1.00E-06,8.10E-05,2.10E-05,1.57E-05,24.074,8.66E+06,540221,1.6,6.92E-05,1.10E-05,4.68E-04,0.000488775,7.76E-05,2.00E+00,1.62E+02,4.20E+01,1.55E+02,3.14E+01,15.98453475,0.00248535
6.10E-05,5.10E-05,1.10E-05,1.29E-05,24.1505,2.12E+07,1.32E+06,1.6,8.94E-05,1.14E-05,1.14E-03,0.000395003,1.48E-04,1.22E+02,1.02E+02,2.20E+01,2.96E+02,2.58E+01,16.12593853,0.00250977
1.10E-05,1.10E-05,1.00E-06,5.27E-06,24.161,9.01E+06,553903,0.8,0.000211128,9.35E-06,4.87E-04,0.000166023,3.23E-05,2.20E+01,2.20E+01,2.00E+00,6.46E+01,1.05E+01,16.14544427,0.00150391
7.10E-05,9.10E-05,1.10E-05,7.36E-06,24.1637,9.93E+06,614189,0.8,5.83E-05,9.71E-06,5.37E-04,0.00048661,1.00E-04,1.42E+02,1.82E+02,2.20E+01,2.00E+02,1.47E+01,16.15046385,0.000473633
1.10E-05,1.10E-05,7.10E-05,6.99E-05,24.1669,9.07E+06,541648,0.8,6.91E-05,9.67E-06,4.90E-04,0.000168861,3.19E-05,2.20E+01,2.20E+01,1.42E+02,6.38E+01,1.40E+02,16.156415,0.000488281
5.10E-05,6.10E-05,1.10E-05,1.08E-05,24.2167,1.81E+07,1.11E+06,1.6,8.15E-05,1.14E-05,9.80E-04,0.000431689,1.38E-04,1.02E+02,1.22E+02,2.20E+01,2.76E+02,2.16E+01,16.24931284,0.0025
8.10E-05,9.10E-05,1.10E-05,7.36E-06,24.251,1.00E+07,613676,0.8,5.84E-05,9.72E-06,5.41E-04,0.000486916,1.01E-04,1.62E+02,1.82E+02,2.20E+01,2.02E+02,1.47E+01,16.31360716,0.00151855
3.10E-05,7.10E-05,1.10E-05,9.35E-06,24.2825,1.52E+07,926241,1.6,7.56E-05,1.14E-05,8.21E-04,0.000464746,1.25E-04,6.20E+01,1.42E+02,2.20E+01,2.50E+02,1.87E+01,16.37287703,0.00150391
4.10E-05,3.10E-05,9.10E-05,5.69E-05,24.3126,2.44E+07,1.47E+06,1.6,6.98E-05,1.19E-05,1.32E-03,0.000314945,1.30E-04,8.20E+01,6.20E+01,1.82E+02,2.60E+02,1.14E+02,16.42971387,0.000488281
9.10E-05,9.10E-05,1.10E-05,7.36E-06,24.3276,1.01E+07,612916,0.8,5.85E-05,9.73E-06,5.46E-04,0.000487183,1.02E-04,1.82E+02,1.82E+02,2.20E+01,2.04E+02,1.47E+01,16.45811149,0.00347168
2.10E-05,8.10E-05,1.10E-05,8.25E-06,24.3325,9.85E+06,597464,0.8,6.04E-05,9.59E-06,5.33E-04,0.000456232,9.45E-05,4.20E+01,1.62E+02,2.20E+01,1.89E+02,1.65E+01,16.46739868,0.00248047
0.0001,9.10E-05,1.10E-05,7.36E-06,24.3892,1.02E+07,612073,0.8,5.85E-05,9.74E-06,5.50E-04,0.000487398,1.03E-04,2.00E+02,1.82E+02,2.20E+01,2.06E+02,1.47E+01,16.57524666,0.00347168
1.00E-06,3.10E-05,0.0001,6.02E-05,24.4366,8.96E+06,530585,1.6,6.52E-05,1.13E-05,4.84E-04,0.000306594,4.90E-05,2.00E+00,6.20E+01,2.00E+02,9.80E+01,1.20E+02,16.66594714,0.000488281
6.10E-05,3.10E-05,1.10E-05,2.10E-05,24.4699,3.11E+07,1.93E+06,1.6,0.000119362,1.14E-05,1.68E-03,0.000307925,1.69E-04,1.22E+02,6.20E+01,2.20E+01,3.38E+02,4.20E+01,16.72996375,0.00449707
1.10E-05,7.10E-05,1.10E-05,9.35E-06,24.4853,1.32E+07,781783,1.6,7.49E-05,1.12E-05,7.11E-04,0.000462478,1.09E-04,2.20E+01,1.42E+02,2.20E+01,2.18E+02,1.87E+01,16.75965213,0.00250488
3.10E-05,3.10E-05,0.0001,5.71E-05,24.5254,2.22E+07,1.25E+06,1.6,6.74E-05,1.19E-05,1.20E-03,0.00031477,1.18E-04,6.20E+01,6.20E+01,2.00E+02,2.36E+02,1.14E+02,16.83720501,0.000488281
6.10E-05,4.10E-05,1.10E-05,1.60E-05,24.5255,2.50E+07,1.52E+06,1.6,0.000100777,1.14E-05,1.35E-03,0.000354152,1.57E-04,1.22E+02,8.20E+01,2.20E+01,3.14E+02,3.20E+01,16.83739886,0.000507812
2.10E-05,7.10E-05,1.10E-05,9.35E-06,24.5524,1.46E+07,859257,1.6,7.53E-05,1.13E-05,7.89E-04,0.00046393,1.21E-04,4.20E+01,1.42E+02,2.20E+01,2.42E+02,1.87E+01,16.88962473,0.00250488
2.10E-05,1.10E-05,7.10E-05,6.93E-05,24.5989,9.78E+06,556988,0.8,6.94E-05,9.76E-06,5.28E-04,0.000169592,3.43E-05,4.20E+01,2.20E+01,1.42E+02,6.86E+01,1.39E+02,16.98028597,0.000488281
5.10E-05,3.10E-05,8.10E-05,5.67E-05,24.6194,2.75E+07,1.67E+06,1.6,7.30E-05,1.19E-05,1.49E-03,0.000314938,1.46E-04,1.02E+02,6.20E+01,1.62E+02,2.92E+02,1.13E+02,17.02040932,0.000488281
3.10E-05,8.10E-05,1.10E-05,8.25E-06,24.6339,1.03E+07,602631,0.8,6.07E-05,9.63E-06,5.58E-04,0.000457188,9.88E-05,6.20E+01,1.62E+02,2.20E+01,1.98E+02,1.65E+01,17.04884648,0.00352051
2.10E-05,1.10E-05,1.00E-06,5.27E-06,24.7326,9.78E+06,567181,0.8,0.000212642,9.42E-06,5.28E-04,0.000166633,3.49E-05,4.20E+01,2.20E+01,2.00E+00,6.98E+01,1.05E+01,17.24368179,0.00150391
1.00E-06,4.10E-05,1.10E-05,1.61E-05,24.7642,7.53E+06,433356,0.8,8.03E-05,9.06E-06,4.07E-04,0.000315509,5.29E-05,2.00E+00,8.20E+01,2.20E+01,1.06E+02,3.22E+01,17.30653002,0.00348633
3.10E-05,1.10E-05,7.10E-05,6.90E-05,24.7914,1.01E+07,563776,0.8,6.96E-05,9.80E-06,5.47E-04,0.000170002,3.54E-05,6.20E+01,2.20E+01,1.42E+02,7.08E+01,1.38E+02,17.36081064,0.000488281
4.10E-05,6.10E-05,1.10E-05,1.08E-05,24.8088,1.78E+07,1.02E+06,1.6,8.14E-05,1.14E-05,9.64E-04,0.000431292,1.36E-04,8.20E+01,1.22E+02,2.20E+01,2.72E+02,2.16E+01,17.39562352,0.000498047
2.10E-05,2.10E-05,6.10E-05,5.71E-05,24.8131,2.31E+07,1.31E+06,1.6,8.20E-05,1.18E-05,1.25E-03,0.000257361,1.02E-04,4.20E+01,4.20E+01,1.22E+02,2.04E+02,1.14E+02,17.40423746,0.000488281
1.00E-06,4.10E-05,1.10E-05,1.60E-05,24.8177,9.28E+06,529792,1.6,9.59E-05,1.09E-05,5.01E-04,0.000345319,5.95E-05,2.00E+00,8.20E+01,2.20E+01,1.19E+02,3.20E+01,17.41345709,0.00148926
4.10E-05,8.10E-05,1.10E-05,8.25E-06,24.8337,1.06E+07,605099,0.8,6.08E-05,9.66E-06,5.75E-04,0.000457849,1.02E-04,8.20E+01,1.62E+02,2.20E+01,2.04E+02,1.65E+01,17.44556342,0.00348145
6.10E-05,2.10E-05,1.10E-05,3.05E-05,24.8639,4.17E+07,2.56E+06,1.6,0.000154883,1.14E-05,2.25E-03,0.000253383,1.87E-04,1.22E+02,4.20E+01,2.20E+01,3.74E+02,6.10E+01,17.50632553,0.000483398
1.10E-05,7.10E-05,1.10E-05,9.39E-06,24.9126,1.01E+07,574462,0.8,6.35E-05,9.52E-06,5.45E-04,0.00042554,9.10E-05,2.20E+01,1.42E+02,2.20E+01,1.82E+02,1.88E+01,17.60475559,0.000512695
4.10E-05,1.10E-05,7.10E-05,6.88E-05,24.9223,1.04E+07,567339,0.8,6.97E-05,9.84E-06,5.62E-04,0.000170287,3.63E-05,8.20E+01,2.20E+01,1.42E+02,7.26E+01,1.38E+02,17.62442675,0.000488281
5.10E-05,8.10E-05,1.10E-05,8.25E-06,24.9841,1.09E+07,606228,0.8,6.10E-05,9.68E-06,5.88E-04,0.000458351,1.04E-04,1.02E+02,1.62E+02,2.20E+01,2.08E+02,1.65E+01,17.75027149,0.00252441
5.10E-05,5.10E-05,1.10E-05,1.29E-05,24.995,2.09E+07,1.19E+06,1.6,8.92E-05,1.14E-05,1.13E-03,0.000394712,1.46E-04,1.02E+02,1.02E+02,2.20E+01,2.92E+02,2.58E+01,17.77256045,0.00349121
3.10E-05,1.10E-05,1.00E-06,5.27E-06,25.0097,1.02E+07,572418,0.8,0.00021338,9.45E-06,5.50E-04,0.00016693,3.62E-05,6.20E+01,2.20E+01,2.00E+00,7.24E+01,1.05E+01,17.8026642,0.00250488
1.10E-05,2.10E-05,7.10E-05,5.76E-05,25.0198,1.81E+07,975373,1.6,7.64E-05,1.17E-05,9.76E-04,0.000256814,7.98E-05,2.20E+01,4.20E+01,1.42E+02,1.60E+02,1.15E+02,17.82337727,0.000488281
5.10E-05,1.10E-05,7.10E-05,6.86E-05,25.02,1.06E+07,569328,0.8,6.98E-05,9.86E-06,5.73E-04,0.000170503,3.70E-05,1.02E+02,2.20E+01,1.42E+02,7.40E+01,1.37E+02,17.82378767,0.000488281
9.10E-05,3.10E-05,6.10E-05,5.61E-05,25.047,3.48E+07,2.30E+06,1.6,8.25E-05,1.19E-05,1.88E-03,0.000314884,1.85E-04,1.82E+02,6.20E+01,1.22E+02,3.70E+02,1.12E+02,17.87927894,0.000488281
1.00E-06,7.10E-05,2.10E-05,1.79E-05,25.0568,7.75E+06,433516,0.8,6.07E-05,9.11E-06,4.19E-04,0.000416256,7.14E-05,2.00E+00,1.42E+02,4.20E+01,1.43E+02,3.58E+01,17.89946292,0.000517578
0.0001,4.10E-05,9.10E-05,5.63E-05,25.088,3.11E+07,2.00E+06,1.6,7.01E-05,1.20E-05,1.68E-03,0.000363714,1.90E-04,2.00E+02,8.20E+01,1.82E+02,3.80E+02,1.13E+02,17.96387399,0.000488281
6.10E-05,1.10E-05,7.10E-05,6.84E-05,25.0986,1.07E+07,570392,0.8,6.99E-05,9.88E-06,5.81E-04,0.000170677,3.74E-05,1.22E+02,2.20E+01,1.42E+02,7.48E+01,1.37E+02,17.98580995,0.000488281
6.10E-05,8.10E-05,1.10E-05,8.25E-06,25.1052,1.10E+07,606579,0.8,6.11E-05,9.69E-06,5.97E-04,0.000458755,1.05E-04,1.22E+02,1.62E+02,2.20E+01,2.10E+02,1.65E+01,17.99948171,0.000473633
1.00E-06,2.10E-05,9.10E-05,7.37E-05,25.112,7.46E+06,407864,0.8,6.00E-05,9.21E-06,4.03E-04,0.000227707,3.72E-05,2.00E+00,4.20E+01,1.82E+02,7.44E+01,1.47E+02,18.01357865,0.000488281
7.10E-05,1.10E-05,7.10E-05,6.83E-05,25.1647,1.09E+07,570857,0.8,6.99E-05,9.90E-06,5.86E-04,0.000170823,3.78E-05,1.42E+02,2.20E+01,1.42E+02,7.56E+01,1.37E+02,18.12320488,0.000488281
0.0001,0.0001,2.10E-05,1.27E-05,25.1719,2.04E+07,1.14E+06,1.6,6.75E-05,1.17E-05,1.10E-03,0.000559167,1.97E-04,2.00E+02,2.00E+02,4.20E+01,3.94E+02,2.54E+01,18.13823398,0.0025
1.00E-06,0.0001,3.10E-05,1.89E-05,25.1775,7.79E+06,431254,0.8,5.29E-05,9.13E-06,4.21E-04,0.00049475,8.51E-05,2.00E+00,2.00E+02,6.20E+01,1.70E+02,3.78E+01,18.14993191,0.00248535
4.10E-05,1.10E-05,1.00E-06,5.27E-06,25.1924,1.05E+07,574849,0.8,0.00021386,9.47E-06,5.66E-04,0.000167123,3.73E-05,8.20E+01,2.20E+01,2.00E+00,7.46E+01,1.05E+01,18.18109349,0.00250977
7.10E-05,8.10E-05,1.10E-05,8.25E-06,25.2066,1.12E+07,606431,0.8,6.12E-05,9.71E-06,6.04E-04,0.000459092,1.07E-04,1.42E+02,1.62E+02,2.20E+01,2.14E+02,1.65E+01,18.21084089,0.00247559
8.10E-05,4.10E-05,0.0001,5.65E-05,25.2165,2.94E+07,1.75E+06,1.6,6.78E-05,1.20E-05,1.59E-03,0.000363685,1.79E-04,1.62E+02,8.20E+01,2.00E+02,3.58E+02,1.13E+02,18.23160907,0.000488281
8.10E-05,1.10E-05,7.10E-05,6.82E-05,25.2218,1.09E+07,570907,0.8,7.00E-05,9.91E-06,5.91E-04,0.000170948,3.80E-05,1.62E+02,2.20E+01,1.42E+02,7.60E+01,1.36E+02,18.24273712,0.000488281
1.00E-06,1.10E-05,3.10E-05,5.94E-05,25.2634,9.90E+06,541948,1.6,0.000116341,1.11E-05,5.35E-04,0.000180766,3.26E-05,2.00E+00,2.20E+01,6.20E+01,6.52E+01,1.19E+02,18.33031803,0.000488281
3.10E-05,2.10E-05,5.10E-05,5.67E-05,25.2697,2.86E+07,1.62E+06,1.6,8.95E-05,1.18E-05,1.55E-03,0.000257406,1.26E-04,6.20E+01,4.20E+01,1.02E+02,2.52E+02,1.13E+02,18.34361809,0.000488281
9.10E-05,1.10E-05,7.10E-05,6.81E-05,25.2722,1.10E+07,570657,0.8,7.00E-05,9.93E-06,5.95E-04,0.000171057,3.82E-05,1.82E+02,2.20E+01,1.42E+02,7.64E+01,1.36E+02,18.34889857,0.000488281
8.10E-05,8.10E-05,1.10E-05,8.25E-06,25.2939,1.13E+07,605941,0.8,6.12E-05,9.72E-06,6.09E-04,0.000459381,1.07E-04,1.62E+02,1.62E+02,2.20E+01,2.14E+02,1.65E+01,18.39479702,0.00152832
0.0001,1.10E-05,7.10E-05,6.81E-05,25.3128,1.11E+07,570236,0.8,7.01E-05,9.94E-06,5.97E-04,0.000171144,3.84E-05,2.00E+02,2.20E+01,1.42E+02,7.68E+01,1.36E+02,18.43486663,0.000488281
3.10E-05,6.10E-05,1.10E-05,1.08E-05,25.3275,1.74E+07,937980,1.6,8.12E-05,1.14E-05,9.39E-04,0.00043077,1.33E-04,6.20E+01,1.22E+02,2.20E+01,2.66E+02,2.16E+01,18.46609222,0.00450195
5.10E-05,1.10E-05,1.00E-06,5.27E-06,25.3298,1.07E+07,575915,0.8,0.000214212,9.49E-06,5.78E-04,0.000167264,3.80E-05,1.02E+02,2.20E+01,2.00E+00,7.60E+01,1.05E+01,18.47098263,0.00251465
9.10E-05,8.10E-05,1.10E-05,8.25E-06,25.3705,1.14E+07,605207,0.8,6.13E-05,9.73E-06,6.14E-04,0.000459633,1.08E-04,1.82E+02,1.62E+02,2.20E+01,2.16E+02,1.65E+01,18.55773633,0.00151855
0.0001,8.10E-05,1.10E-05,8.25E-06,25.4322,1.14E+07,604388,0.8,6.14E-05,9.74E-06,6.17E-04,0.000459836,1.09E-04,2.00E+02,1.62E+02,2.20E+01,2.18E+02,1.65E+01,18.69003007,0.00347168
6.10E-05,1.10E-05,1.00E-06,5.27E-06,25.4405,1.08E+07,576198,0.8,0.000214488,9.50E-06,5.86E-04,0.000167375,3.85E-05,1.22E+02,2.20E+01,2.00E+00,7.70E+01,1.05E+01,18.70789829,0.00154297
9.10E-05,0.0001,2.10E-05,1.27E-05,25.4952,2.03E+07,1.10E+06,1.6,6.74E-05,1.17E-05,1.10E-03,0.000558946,1.96E-04,1.82E+02,2.00E+02,4.20E+01,3.92E+02,2.54E+01,18.82608434,0.000498047
2.10E-05,7.10E-05,1.10E-05,9.39E-06,25.5248,1.12E+07,586957,0.8,6.40E-05,9.59E-06,6.05E-04,0.000427139,1.01E-04,4.20E+01,1.42E+02,2.20E+01,2.02E+02,1.88E+01,18.8903498,0.00248047
7.10E-05,1.10E-05,1.00E-06,5.27E-06,25.5333,1.10E+07,575984,0.8,0.000214714,9.51E-06,5.93E-04,0.000167466,3.89E-05,1.42E+02,2.20E+01,2.00E+00,7.78E+01,1.05E+01,18.90884492,0.00151855
5.10E-05,2.10E-05,4.10E-05,5.62E-05,25.5565,3.58E+07,2.14E+06,1.6,0.0001005,1.18E-05,1.94E-03,0.000257401,1.58E-04,1.02E+02,4.20E+01,8.20E+01,3.16E+02,1.12E+02,18.95941793,0.000488281
